id,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
177,Male,21.0,1.62,70.0,no,no,3.0,1.0,no,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
178,Female,16.0,1.6,68.0,yes,no,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,no,Walking,Normal_Weight
179,Female,21.0,1.730182,133.618706,yes,yes,3.0,3.0,Sometimes,no,1.313834,no,1.583832,0.742423,Sometimes,Public_Transportation,Obesity_Type_III
180,Female,19.833682,1.710756,50.0,yes,yes,1.270448,3.654061,Frequently,no,1.326165,no,0.793489,0.0,Sometimes,Public_Transportation,Insufficient_Weight
181,Male,21.0,1.65,88.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Obesity_Type_I
182,Male,21.287999,1.603091,100.245302,yes,yes,2.0,1.0,Sometimes,no,3.0,no,1.0,1.707421,Sometimes,Public_Transportation,Obesity_Type_I
183,Female,22.857123,1.830068,133.485478,yes,yes,3.0,3.0,Sometimes,no,2.86559,no,1.441791,0.85882,Sometimes,Public_Transportation,Obesity_Type_III
184,Male,24.521879,1.754956,120.098812,yes,yes,2.9673,3.0,Sometimes,no,2.530035,no,1.600536,0.357314,Sometimes,Public_Transportation,Obesity_Type_II
185,Female,19.0,1.7,78.0,yes,yes,3.0,1.0,Frequently,no,3.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
186,Male,21.0,1.65,83.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,1.0,no,Walking,Overweight_Level_II
187,Male,18.0,1.8,86.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
188,Female,26.0,1.632193,110.803117,yes,yes,3.0,3.0,Sometimes,no,2.735706,no,0.0,0.368472,Sometimes,Public_Transportation,Obesity_Type_III
189,Female,25.765628,1.629225,104.768318,yes,yes,3.0,3.0,Sometimes,no,2.682909,no,0.0,0.629285,Sometimes,Public_Transportation,Obesity_Type_III
190,Female,42.31607,1.661277,90.0,yes,yes,2.0,3.0,Sometimes,no,1.746197,no,0.665439,0.0,Sometimes,Automobile,Obesity_Type_I
191,Female,34.376724,1.633794,77.26813,yes,yes,2.325623,1.845858,Sometimes,no,2.326635,no,0.908981,0.384662,no,Automobile,Overweight_Level_II
192,Male,21.0,1.75,75.0,yes,no,2.0,3.0,Frequently,no,2.0,no,3.0,1.0,Sometimes,Walking,Normal_Weight
193,Female,22.0,1.69,65.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight
194,Male,21.0,1.7,65.0,no,yes,2.0,3.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
195,Female,23.0,1.56,51.0,yes,yes,2.0,4.0,Frequently,no,1.0,no,0.0,2.0,Frequently,Public_Transportation,Normal_Weight
196,Male,27.0,1.7,71.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,1.0,1.0,Sometimes,Automobile,Normal_Weight
197,Male,23.826684,1.774644,115.10813,yes,yes,2.0,3.0,Sometimes,no,2.154326,no,0.630944,1.415536,Sometimes,Public_Transportation,Obesity_Type_II
198,Male,25.66668,1.830317,120.996074,yes,yes,2.722161,3.0,Sometimes,no,2.136159,no,1.07672,0.188693,Sometimes,Public_Transportation,Obesity_Type_II
199,Male,22.285024,1.84998,121.284533,yes,yes,3.0,2.475444,Sometimes,no,1.549931,no,0.852344,1.119877,Sometimes,Public_Transportation,Obesity_Type_II
200,Male,25.919241,1.610647,102.069267,yes,yes,2.680375,1.015488,Sometimes,no,1.0,no,1.583832,0.0,no,Public_Transportation,Obesity_Type_II
201,Male,19.0,1.8,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
202,Female,19.576682,1.802257,160.639405,yes,yes,3.0,3.0,Sometimes,no,2.181811,no,1.986646,0.552665,Sometimes,Public_Transportation,Obesity_Type_III
203,Female,35.432059,1.74285,90.0,yes,yes,3.0,3.0,Sometimes,no,2.973629,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II
204,Male,19.0,1.7,70.0,no,yes,2.0,3.0,no,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
205,Male,22.865018,1.834986,120.644178,yes,yes,2.938801,2.806298,Sometimes,no,2.939847,no,1.121038,0.824607,Sometimes,Public_Transportation,Obesity_Type_II
206,Male,31.783524,1.863883,120.158049,yes,yes,2.431346,3.0,Sometimes,no,2.210997,no,1.07672,0.566353,Sometimes,Automobile,Obesity_Type_II
207,Male,22.815416,1.76569,119.205308,yes,yes,1.994679,3.0,Sometimes,no,2.01943,no,1.963379,0.731257,Sometimes,Public_Transportation,Obesity_Type_II
208,Male,31.761799,1.763582,119.441207,yes,yes,2.393837,3.0,Sometimes,no,2.01897,no,0.598438,0.688293,Sometimes,Automobile,Obesity_Type_II
209,Male,23.174248,1.708742,99.540122,yes,yes,2.0,1.338033,Sometimes,no,2.0,no,1.141708,0.0,no,Public_Transportation,Obesity_Type_II
210,Male,26.680376,1.86516,121.889803,yes,yes,2.200588,3.0,Sometimes,no,2.359246,no,0.908981,0.092736,Sometimes,Public_Transportation,Obesity_Type_II
211,Female,26.0,1.633945,111.9307,yes,yes,3.0,3.0,Sometimes,no,2.613928,no,0.0,0.540812,Sometimes,Public_Transportation,Obesity_Type_III
212,Male,25.951737,1.775584,112.482686,yes,yes,1.428289,3.0,Sometimes,no,2.111908,no,1.562213,0.0026,Sometimes,Automobile,Obesity_Type_II
213,Female,17.0,1.58,65.0,yes,yes,2.0,1.077331,Sometimes,no,3.0,yes,1.0,1.0,no,Public_Transportation,Overweight_Level_I
214,Female,19.0,1.65,63.0,no,yes,3.0,3.0,Sometimes,no,3.0,no,3.0,1.0,Sometimes,Automobile,Normal_Weight
215,Female,18.152876,1.587546,53.620604,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
216,Female,21.682636,1.763343,133.903469,yes,yes,3.0,3.0,Sometimes,no,2.868679,no,1.493018,0.742423,Sometimes,Public_Transportation,Obesity_Type_III
217,Male,23.586058,1.824414,106.421042,yes,yes,2.0,3.0,Sometimes,no,2.640483,no,0.285889,1.0,Sometimes,Automobile,Obesity_Type_I
218,Male,18.88061,1.82093,52.289828,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.744555,Sometimes,Public_Transportation,Insufficient_Weight
219,Female,27.757187,1.507853,63.892071,yes,yes,2.0,3.0,Sometimes,no,1.278578,no,0.02112,0.0,Sometimes,Automobile,Overweight_Level_I
220,Female,22.18881,1.754439,54.93242,yes,yes,3.0,3.0,Frequently,no,2.0,no,1.967234,0.631217,no,Public_Transportation,Insufficient_Weight
221,Female,20.738469,1.745644,126.490236,yes,yes,3.0,3.0,Sometimes,no,1.274718,no,1.399183,0.900067,Sometimes,Public_Transportation,Obesity_Type_III
222,Male,33.198322,1.691206,83.199034,yes,yes,2.0,1.0,Sometimes,no,2.198439,no,2.194745,0.0,Sometimes,Walking,Overweight_Level_II
223,Female,18.540535,1.724268,133.689352,yes,yes,3.0,3.0,Sometimes,no,2.054072,no,1.414209,0.646288,Sometimes,Public_Transportation,Obesity_Type_III
224,Female,18.0,1.6,50.0,no,yes,1.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
225,Female,26.0,1.641918,111.86899,yes,yes,3.0,3.0,Sometimes,no,2.635454,no,0.0,0.171034,Sometimes,Public_Transportation,Obesity_Type_III
226,Male,31.56724,1.767077,118.26569,yes,yes,2.341999,3.0,Sometimes,no,2.117733,no,0.148628,0.0,Sometimes,Automobile,Obesity_Type_II
227,Female,20.941943,1.755476,133.903612,yes,yes,3.0,3.0,Sometimes,no,1.86393,no,1.783138,0.711331,Sometimes,Public_Transportation,Obesity_Type_III
228,Male,23.0,1.72,78.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Frequently,Automobile,Overweight_Level_II
229,Male,23.0,1.72,78.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Public_Transportation,Overweight_Level_II
230,Male,18.0,1.710948,50.890363,no,yes,2.967853,3.995957,Sometimes,no,1.77962,no,0.935217,1.0,Sometimes,Public_Transportation,Insufficient_Weight
231,Female,26.0,1.62495,111.635463,yes,yes,3.0,3.0,Sometimes,no,2.702789,no,0.0,0.088309,Sometimes,Public_Transportation,Obesity_Type_III
232,Female,26.0,1.650125,111.939671,yes,yes,3.0,3.0,Sometimes,no,2.737353,no,0.0,0.076094,Sometimes,Public_Transportation,Obesity_Type_III
233,Male,17.08525,1.782714,110.400847,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.612432,no,Public_Transportation,Obesity_Type_I
234,Female,23.0,1.61,64.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
235,Female,18.0,1.58,53.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
236,Male,17.0,1.85,85.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
237,Male,24.321087,1.793476,89.836692,yes,yes,1.899116,2.884848,Sometimes,no,2.0,no,0.0,0.742423,Sometimes,Public_Transportation,Overweight_Level_II
238,Male,18.0,1.72,65.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
239,Female,29.0,1.59,49.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
240,Female,21.0,1.52,42.0,no,yes,3.0,1.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
241,Female,19.755797,1.680764,68.908136,no,yes,1.906194,1.0,Sometimes,no,1.660614,no,0.107981,1.626194,Sometimes,Public_Transportation,Overweight_Level_I
242,Male,22.185756,1.701413,96.710735,yes,yes,2.0,3.0,Sometimes,no,2.858389,no,1.971667,0.554072,no,Public_Transportation,Obesity_Type_I
243,Female,34.993835,1.68108,77.205685,yes,no,3.0,2.283673,Sometimes,no,2.0,no,1.097905,0.939982,Sometimes,Automobile,Overweight_Level_II
244,Female,21.0,1.52,56.0,yes,yes,2.0,3.0,Always,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
245,Female,26.0,1.62456,111.949972,yes,yes,3.0,3.0,Sometimes,no,2.726109,no,0.0,0.088236,Sometimes,Public_Transportation,Obesity_Type_III
246,Female,38.0,1.7,75.0,yes,no,3.0,3.0,Frequently,no,1.0,no,0.0,0.0,Frequently,Automobile,Overweight_Level_I
247,Male,21.0,1.71,75.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_I
248,Female,26.0,1.583889,110.545378,yes,yes,3.0,3.0,Sometimes,no,2.708927,no,0.0,0.278962,Sometimes,Public_Transportation,Obesity_Type_III
249,Female,26.0,1.639251,111.946321,yes,yes,3.0,3.0,Sometimes,no,2.640539,no,0.0,0.456462,Sometimes,Public_Transportation,Obesity_Type_III
250,Female,21.232659,1.729045,133.76473,yes,yes,3.0,3.0,Sometimes,no,1.66616,no,1.467863,0.868788,Sometimes,Public_Transportation,Obesity_Type_III
251,Female,21.0,1.7,78.0,yes,no,3.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Frequently,Public_Transportation,Obesity_Type_I
252,Male,26.0,1.8,87.0,no,yes,2.0,3.0,no,no,3.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
253,Female,25.950898,1.654784,104.950776,yes,yes,3.0,3.0,Sometimes,no,1.919473,no,0.001297,0.0,Sometimes,Public_Transportation,Obesity_Type_III
254,Female,19.0,1.52,42.0,no,no,3.0,1.0,Frequently,no,1.0,no,0.0,0.0,no,Public_Transportation,Insufficient_Weight
255,Female,20.0,1.6,65.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
256,Female,25.96773,1.737056,104.790549,yes,yes,3.0,3.0,Sometimes,no,2.556068,no,0.24629,0.58284,Sometimes,Public_Transportation,Obesity_Type_III
257,Male,18.0,1.6,48.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
258,Female,21.0,1.65,58.0,yes,yes,2.0,3.0,Sometimes,no,2.0,yes,1.0,1.0,no,Automobile,Normal_Weight
259,Male,31.346845,1.75015,112.277567,yes,yes,2.859097,3.0,Sometimes,no,1.448875,no,0.0,0.395468,Sometimes,Automobile,Obesity_Type_II
260,Male,22.735328,1.783901,120.158049,yes,yes,2.997951,2.806341,Sometimes,no,2.714949,no,1.980401,0.616045,Sometimes,Public_Transportation,Obesity_Type_II
261,Male,29.981494,1.788586,129.19449,yes,yes,2.499388,3.0,Sometimes,no,1.0,no,1.856119,0.0,Sometimes,Public_Transportation,Obesity_Type_II
262,Female,34.204408,1.673482,77.431678,yes,yes,2.0,1.863012,Sometimes,no,1.254589,no,1.0,0.0,no,Automobile,Overweight_Level_II
263,Male,18.0,1.755938,52.331172,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.281734,1.488372,Sometimes,Public_Transportation,Insufficient_Weight
264,Male,28.393111,1.7,78.055968,yes,yes,3.0,3.0,Sometimes,no,2.802498,no,1.979355,0.0,Frequently,Automobile,Overweight_Level_II
265,Female,19.058511,1.662017,49.838965,no,yes,1.4925,3.590039,Sometimes,no,1.049134,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
266,Female,21.028989,1.729719,131.877558,yes,yes,3.0,3.0,Sometimes,no,1.144539,no,1.110215,0.94603,Sometimes,Public_Transportation,Obesity_Type_III
267,Male,26.680376,1.76414,118.436166,yes,yes,2.239634,3.0,Sometimes,no,2.224164,no,0.8554,0.0,Sometimes,Public_Transportation,Obesity_Type_II
268,Female,26.0,1.627532,106.69053,yes,yes,3.0,3.0,Sometimes,no,2.569713,no,0.0,0.534769,Sometimes,Public_Transportation,Obesity_Type_III
269,Female,41.0,1.5,80.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,no,Automobile,Obesity_Type_I
270,Female,22.087056,1.803129,105.407313,yes,yes,3.0,3.0,Sometimes,no,2.627569,no,1.306476,0.544128,Sometimes,Public_Transportation,Obesity_Type_I
271,Male,32.383858,1.685462,102.022057,yes,yes,2.587789,2.608416,Sometimes,no,1.0,no,1.583832,0.0,no,Public_Transportation,Obesity_Type_II
272,Male,18.0,1.75,70.0,no,yes,2.0,4.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
273,Male,30.242597,1.756221,118.382361,yes,yes,2.312528,3.0,Sometimes,no,2.208068,no,1.07672,1.035711,Sometimes,Automobile,Obesity_Type_II
274,Male,18.0,1.840138,56.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
275,Female,18.0,1.56,53.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight
276,Male,32.707653,1.695347,102.810704,yes,yes,2.795086,2.129909,Sometimes,no,1.0,no,0.79677,1.0,no,Public_Transportation,Obesity_Type_II
277,Female,32.749657,1.681842,74.885222,yes,yes,2.0,2.18162,Sometimes,no,1.846441,no,0.662831,0.0,Sometimes,Automobile,Overweight_Level_I
278,Female,18.826782,1.716497,82.27635,yes,yes,2.805512,3.0,Sometimes,no,1.274774,no,0.236168,0.0026,no,Public_Transportation,Obesity_Type_I
279,Male,21.0,1.7,75.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
280,Female,41.0,1.532643,62.0,yes,yes,2.0,1.672706,Sometimes,no,2.0,no,0.14495,0.0,no,Automobile,Overweight_Level_I
281,Female,25.565662,1.629225,104.988082,yes,yes,3.0,3.0,Sometimes,no,1.657541,no,0.01586,0.541309,Sometimes,Public_Transportation,Obesity_Type_III
282,Female,19.337404,1.67231,49.660995,no,yes,2.0,4.0,Sometimes,no,1.157395,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
283,Female,26.0,1.638836,111.216192,yes,yes,3.0,3.0,Sometimes,no,2.770732,no,0.0,0.167272,Sometimes,Public_Transportation,Obesity_Type_III
284,Male,27.558801,1.910672,129.363771,yes,yes,2.048962,3.0,Sometimes,no,1.28246,no,1.92628,0.0,Sometimes,Automobile,Obesity_Type_II
285,Female,21.0,1.6,65.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
286,Female,26.0,1.640125,111.919155,yes,yes,3.0,3.0,Sometimes,no,2.535629,no,0.0,0.456462,Sometimes,Public_Transportation,Obesity_Type_III
287,Female,25.950898,1.610867,104.810024,yes,yes,3.0,3.0,Sometimes,no,1.077253,no,0.069802,0.729898,Sometimes,Public_Transportation,Obesity_Type_III
288,Female,22.396504,1.64037,82.403076,yes,yes,2.319776,2.951837,Sometimes,no,2.359246,no,2.545707,1.256422,Sometimes,Public_Transportation,Obesity_Type_I
289,Male,23.0,1.7,80.0,yes,yes,2.0,2.692889,Sometimes,no,2.0,no,2.667739,0.0,Sometimes,Public_Transportation,Overweight_Level_II
290,Male,30.242597,1.764484,109.982692,yes,yes,2.823179,3.0,Sometimes,no,1.0,no,1.859667,0.0,no,Public_Transportation,Obesity_Type_II
291,Female,18.0,1.62,50.0,no,yes,3.0,3.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation,Insufficient_Weight
292,Male,17.188754,1.819557,59.295172,yes,yes,2.0,3.986652,Sometimes,no,2.0,no,2.0,0.178301,no,Public_Transportation,Insufficient_Weight
293,Female,22.882558,1.622787,82.851318,yes,yes,1.188089,3.0,Sometimes,no,2.0,no,0.0,0.622787,Sometimes,Public_Transportation,Obesity_Type_I
294,Male,18.0,1.65,85.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
295,Female,23.0,1.63,53.0,yes,yes,2.0,3.0,Sometimes,no,2.0,yes,2.0,2.0,no,Public_Transportation,Normal_Weight
296,Female,18.0,1.6,56.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
297,Female,19.407204,1.755926,42.0,no,yes,3.0,2.449723,Sometimes,no,2.702457,no,1.903338,0.0,Sometimes,Public_Transportation,Insufficient_Weight
298,Male,31.783524,1.829239,120.344402,yes,yes,2.341999,3.0,Sometimes,no,2.31083,no,1.289421,1.358163,Sometimes,Automobile,Obesity_Type_II
299,Female,19.0,1.65,60.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
300,Male,17.0,1.8,85.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,1.0,Sometimes,Walking,Overweight_Level_I
301,Male,29.429687,1.779136,120.60094,yes,yes,2.671238,3.0,Sometimes,no,2.145368,no,0.458981,1.4312,Sometimes,Automobile,Obesity_Type_II
302,Female,23.0,1.55,60.0,yes,yes,3.0,4.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
303,Male,31.333798,1.803129,91.052215,yes,yes,1.882235,2.966803,Sometimes,no,2.0,no,0.047738,0.174848,Sometimes,Public_Transportation,Overweight_Level_II
304,Male,33.0,1.72,83.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,3.0,1.0,Sometimes,Automobile,Overweight_Level_II
305,Female,39.129291,1.554728,80.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
306,Male,19.0,1.8,80.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,2.0,1.0,no,Public_Transportation,Overweight_Level_I
307,Female,20.242237,1.762724,133.45249,yes,yes,3.0,3.0,Sometimes,no,1.422483,no,1.699056,0.893514,Sometimes,Public_Transportation,Obesity_Type_III
308,Male,40.0,1.633195,111.357062,yes,yes,2.61939,2.976211,Sometimes,no,1.0,no,0.192559,0.171034,no,Motorbike,Obesity_Type_II
309,Female,25.994949,1.6084,104.910012,yes,yes,3.0,3.0,Sometimes,no,1.322004,no,0.00705,0.668172,Sometimes,Public_Transportation,Obesity_Type_III
310,Female,44.188767,1.589027,80.555875,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_I
311,Male,30.958957,1.762887,118.533246,yes,yes,2.191429,3.0,Sometimes,no,2.791604,no,0.693732,1.112489,Sometimes,Automobile,Obesity_Type_II
312,Female,37.974483,1.549748,80.0,yes,yes,2.0,2.9948,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
313,Female,26.0,1.610488,104.92057,yes,yes,3.0,3.0,Sometimes,no,2.588107,no,0.0,0.41322,Sometimes,Public_Transportation,Obesity_Type_III
314,Male,20.0,1.65,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_II
315,Male,31.0,1.65,90.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Automobile,Obesity_Type_II
316,Male,19.885655,1.802257,85.261339,yes,yes,2.995599,3.0,Sometimes,no,2.515765,no,1.999773,0.135278,Sometimes,Public_Transportation,Overweight_Level_I
317,Male,22.0,1.8,95.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
318,Male,18.0,1.7,50.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
319,Male,23.0,1.707768,83.282232,no,yes,2.0,1.473088,Sometimes,no,2.482294,no,0.754599,0.470243,Sometimes,Public_Transportation,Obesity_Type_I
320,Male,22.0,1.75,116.594351,yes,yes,1.0,3.0,Frequently,no,2.0,no,0.0,1.59,no,Public_Transportation,Obesity_Type_I
321,Male,17.441593,1.7,59.243506,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Automobile,Insufficient_Weight
322,Female,17.0,1.56,49.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
323,Female,26.0,1.629727,111.950113,yes,yes,3.0,3.0,Sometimes,no,2.618198,no,0.0,0.081156,Sometimes,Public_Transportation,Obesity_Type_III
324,Female,22.0,1.6,45.0,no,no,3.0,3.0,Frequently,no,2.0,no,3.0,0.0,no,Public_Transportation,Insufficient_Weight
325,Female,19.0,1.63,60.0,yes,no,2.0,3.0,Frequently,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight
326,Female,21.837058,1.596466,44.376637,no,no,2.594653,1.882158,Frequently,no,1.916812,no,0.417119,0.0,no,Public_Transportation,Insufficient_Weight
327,Male,23.0,1.72,82.0,yes,yes,3.0,1.0,Frequently,no,2.0,no,0.0,2.0,Sometimes,Automobile,Overweight_Level_I
328,Male,18.0,1.794535,52.331172,no,yes,2.587789,3.0,Sometimes,no,1.274389,no,0.281734,1.895312,Sometimes,Public_Transportation,Insufficient_Weight
329,Female,18.181821,1.707557,82.853749,yes,yes,2.0,3.0,Sometimes,no,2.184768,no,1.0,1.969507,Sometimes,Public_Transportation,Overweight_Level_II
330,Female,18.0,1.622787,68.250249,yes,yes,2.0,3.0,Sometimes,no,1.319437,no,0.0,1.626456,Sometimes,Public_Transportation,Overweight_Level_I
331,Male,19.0,1.717726,50.0,yes,yes,2.0,3.0,Sometimes,no,1.081333,no,0.0,2.0,Sometimes,Public_Transportation,Insufficient_Weight
332,Female,26.0,1.643017,111.942544,yes,yes,3.0,3.0,Sometimes,no,2.737091,no,0.0,0.037078,Sometimes,Public_Transportation,Obesity_Type_III
333,Female,18.0,1.7,50.0,no,yes,1.0,3.0,Frequently,no,1.0,no,1.0,2.0,Sometimes,Public_Transportation,Insufficient_Weight
334,Male,29.695603,1.785277,115.127662,yes,yes,2.108638,3.0,Sometimes,no,2.041536,no,1.592795,1.4312,Sometimes,Public_Transportation,Obesity_Type_II
335,Female,22.875223,1.632605,82.0,yes,yes,1.369529,1.0,Sometimes,no,2.0,no,0.0,0.306124,no,Public_Transportation,Obesity_Type_I
336,Female,25.962949,1.623812,109.996742,yes,yes,3.0,3.0,Sometimes,no,2.395387,no,0.000272,0.481031,Sometimes,Public_Transportation,Obesity_Type_III
337,Female,26.0,1.631856,111.720238,yes,yes,3.0,3.0,Sometimes,no,2.621877,no,0.0,0.140792,Sometimes,Public_Transportation,Obesity_Type_III
338,Female,26.0,1.632896,111.720238,yes,yes,3.0,3.0,Sometimes,no,1.711666,no,0.0,0.922749,Sometimes,Public_Transportation,Obesity_Type_III
339,Male,18.0,1.82,71.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
340,Female,25.999185,1.628855,104.810024,yes,yes,3.0,3.0,Sometimes,no,1.528258,no,0.001272,0.42683,Sometimes,Public_Transportation,Obesity_Type_III
341,Female,26.0,1.642392,111.884535,yes,yes,3.0,3.0,Sometimes,no,2.625537,no,0.0,0.171034,Sometimes,Public_Transportation,Obesity_Type_III
342,Male,21.0,1.67,75.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
343,Male,35.0,1.75,85.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,1.0,0.0,Frequently,Automobile,Overweight_Level_II
344,Male,37.936044,1.75015,118.668332,yes,yes,2.457548,3.0,Sometimes,no,2.104264,no,0.598655,0.0,Sometimes,Automobile,Obesity_Type_I
345,Female,26.0,1.62495,111.9307,yes,yes,3.0,3.0,Sometimes,no,2.625537,no,0.0,0.09776,Sometimes,Public_Transportation,Obesity_Type_III
346,Female,18.0,1.65,56.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Automobile,Normal_Weight
347,Male,17.0,1.76,68.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,2.0,1.0,no,Walking,Normal_Weight
348,Male,30.003358,1.726279,129.679131,yes,yes,3.0,3.0,Sometimes,no,1.830614,no,0.767013,1.0,Sometimes,Public_Transportation,Obesity_Type_II
349,Female,21.0,1.54,42.0,no,yes,3.0,3.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
350,Male,17.0,1.8,59.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Walking,Insufficient_Weight
351,Female,20.0,1.63,59.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Public_Transportation,Normal_Weight
352,Male,21.0,1.62,58.0,no,yes,2.0,3.0,Sometimes,no,2.0,yes,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
353,Female,29.0,1.62,73.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,no,Automobile,Overweight_Level_II
354,Male,22.717943,1.680058,89.802492,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.926201,0.0,Sometimes,Public_Transportation,Obesity_Type_I
